ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard (recorded),Hazard Group,Hazard Source,Duplicate Status,Duplicate Of,Notes
E101,Existing / Committed,,Integration of Climate Change into Curriculum,"In partnership with MFAT and Trade Nauru, the Nauru Department of Climate Change and National Resilience is in the process of developing and integating into the primary school curriculum the issue of climate change and its implications for SIDS like Nauru.",Education,Nauru,"Nauru Department of Climate Change and National Resilience, Trade Nauru",Partnership,"MFAT, Trade Nauru",,,2026,,,Funded,Funded,NA,Enabling & capacity (cross-hazard),Recorded in source,,,
E102,Existing / Committed,TVET,Department of Vocational Training and Professional Development,"On April 8th, 2025, the newly established Department of Vocational Training and Professional Development officially commenced operations, which builds upon previous initiatives. The Department offers 6 international accredited programs funded by AusAID through direct funding projects under PAD. In addition, the department offers 9 national courses funded through the Alternative Pathway Program.",Education,Nauru,"AusAID, ",Direct funding,"AusAID, Alternative Pathway Program",,,2026,,,Funded,Funded,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
E103,Existing / Committed,TVET,Operationalise National TVET Program,,Waste Management,Nauru,,,ADB,,10,2026,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
E104,Existing / Committed,,"Collect, transport, dispose of all asbestos waste at a secure site off-island (2030)","The Govt. was able to dispose of 5 containers worth of building material waste containing asbestos, relocating it to a dumpsite in NZ. This covered only a small portion of the asbestos that has to be disposed.",Water & Sanitation,Nauru,,Technical Assistance,,,271,2026,,,Proposed,Seeking funding,"Water insecurity, drought",Drought & water security,Recorded in source,,,
E105,Existing / Committed,,Rehabilitate NPC Road & Access Roads (SRRP),Structural rehabilitation of the NPC road & major connecting roads,Housing & Community,Aiwo,Department of Infrastructure Development (DoID),Grant,TBD,,1.4,,,,Pipeline,Seeking funding,Flooding,General climate resilience,Recorded in source,,,
E106,Existing / Committed,,Improving Drainage on Ring Road (SRRP),Install/upgrade drainage channels,Housing & Community,Nationwide,Department of Infrastructure Development (DoID),Grant,TBD,,0.53,,,,Pipeline,Seeking funding,Flooding,General climate resilience,Recorded in source,,,
E107,Existing / Committed,,Refurbish Aquaculture Holding Centre,Renovate and equip aquaculture research & holding facility,Agriculture & Food,Meneng District,Nauru Fisheries & Marine Resources Authority,Grant,Adaptation Fund,,0.91,,,,Pipeline,Seeking funding,Food Insecurity,Food insecurity,Recorded in source,,,
E108,Existing / Committed,Sustainable and Climate-Resilient Connectivity Project,Heavy Lifting Crane (Harbor),Procure crane for Nauru port to handle heavy equipment,Coastal & Marine,Aiwo,Nauru Maritime & Port Authority,Grant (planned),TBD,,3.15,,,,Pipeline,Seeking funding,Food Insecurity,Coastal erosion & sea-level rise,Recorded in source,,,
E109,Existing / Committed,,Ring Road & Village Street Paving (SRRP),"Periodic resealing & repair of existing paved roads and main community access routes across the island, including drainage improvements",Housing & Community,Nationwide,Department of Infrastructure Development (DoID),Public Capital Expenditure,Nauru Govt Budget,,9,2022,,,Ongoing,Funded,Flooding,General climate resilience,Recorded in source,,,
E110,Existing / Committed,,New Diagnostic & Public Health Laboratory,Construct a new laboratory for advanced diagnostic testng,Health,Yaren District,Department of Health,Grant (Planned),TBD,,0.84,,,,Pipeline,Seeking funding,Health Crisis,Climate-health risks,Recorded in source,,,
E111,Existing / Committed,,New Maternity Ward (RON Hospital),Renovate & repurpose old hospital building,Health,Yaren District,Department of Health,Public Capital Expenditure,Nauru Govt Budget,,0.22,2019,,,Ongoing,Funded,Health Crisis,Climate-health risks,Recorded in source,,,
E112,Existing / Committed,,Quarantine Isolation Ward (RON Hospital),Renovate old ward building to create an infectious disease isolation ward,Health,Yaren District,Department of Health,Public Capital Expenditure,Nauru Govt Budget,,0.25,2022,2022,,Completed,Funded,Pandemic,Climate-health risks,Recorded in source,,,
E113,Existing / Committed,,Fire & Ambulance Service Upgrade (Maritime Police Unit),Establish a new Maritime Police Unit base & station,Disaster Risk Reduction,Aiwo,Nauru Police Force ,Grant (planned),TBD,,0.35,,,,Pipeline,Seeking funding,NA,Multi-hazard preparedness,Recorded in source,,,
E114,Existing / Committed,NDC,Fully implement the hard and nature-based solutions developed under the CARE4N Project after completion of the technical assessment (2035),Nauru will require significant financial resources to enable the full implementation of the resulting coastal protection plan and this contribution will be updated accordingly upon completion of the CARE4N Project's technical assessment (100),Coastal & Marine,Nauru,,,,,,,,,New,Unspecified,,Coastal erosion & sea-level rise,Auto-tagged (sector/keywords),,,
P001,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,"Hatchery Expansion & Juvenile Production (upgrade capacity, tanks, pumps, broodstock management, renewable energy upgrades)","Hatchery Expansion & Juvenile Production (upgrade capacity, tanks, pumps, broodstock management, renewable energy upgrades)",Fisheries & Aquaculture,Nationwide,,,,"DFAT/MFAT, FAO, ADB, JICA",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P002,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,"Buada Lagoon Sediment Removal & Pond Preparation (dredging, aeration, water quality improvement, expanded vegetation restoration)","Buada Lagoon Sediment Removal & Pond Preparation (dredging, aeration, water quality improvement, expanded vegetation restoration)",Fisheries & Aquaculture,Nationwide,,,,"GCF Small Grants, SPREP, EU, UNEP, RON Gov",0.325,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P003,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,"Transport & Grow-out Systems (boats, tanks, aerators, feed systems)","Transport & Grow-out Systems (boats, tanks, aerators, feed systems)",Fisheries & Aquaculture,Nationwide,,,,"FAO, SPC, Private Sector",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P004,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Leaseholder Training & Capacity Building (including disability-inclusive and youth training),Leaseholder Training & Capacity Building (including disability-inclusive and youth training),Fisheries & Aquaculture,Nationwide,,,,"GIZ, SPC Land Resources Division, UNDP",0.125,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P005,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Capacity building and awareness of traditional methods of farming milkfish,Capacity building and awareness of traditional methods of farming milkfish,Fisheries & Aquaculture,Nationwide,,,,"DFAT/MFAT, FAO, ADB, JICA",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P006,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,"Monitoring, Biosecurity & EIA Compliance (5-year plan)","Monitoring, Biosecurity & EIA Compliance (5-year plan)",Fisheries & Aquaculture,Nationwide,,,,"SPREP, RON Gov, GCF",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P007,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Contingency (15% of sub-total) – Price & logistics risk,Contingency (15% of sub-total) – Price & logistics risk,Fisheries & Aquaculture,Nationwide,,,,"RON Gov Co-finance, Donor Overheads",0.146,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P008,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Hatchery expansion & renewable energy integration,Hatchery expansion & renewable energy integration,Fisheries & Aquaculture,Nationwide,,,,"DFAT/MFAT, GCF, IFAD",1.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P009,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Grow-out Pond construction (5–7 new ponds),Grow-out Pond construction (5–7 new ponds),Fisheries & Aquaculture,Nationwide,,,,"EU, FAO, SPC",1.0,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P010,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Feed production facility,Feed production facility,Fisheries & Aquaculture,Nationwide,,,,"FAO, Private Sector",0.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P011,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Training centre development,Training centre development,Fisheries & Aquaculture,Nationwide,,,,"SPC, FAO, UNDP",0.6,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P012,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Cooperative strengthening & association setup,Cooperative strengthening & association setup,Fisheries & Aquaculture,Nationwide,,,,"RON Gov, Donors",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P013,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,National aquaculture complex,National aquaculture complex,Fisheries & Aquaculture,Nationwide,,,,"GCF, DFAT, MFAT, JICA",4.0,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P014,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Processing & export facility,Processing & export facility,Fisheries & Aquaculture,Nationwide,,,,"ADB, Private Sector",2.0,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P015,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Feed mill development,Feed mill development,Fisheries & Aquaculture,Nationwide,,,,"FAO, SPC, IFAD",1.5,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P016,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Cold storage & distribution hub,Cold storage & distribution hub,Fisheries & Aquaculture,Nationwide,,,,"PRC, DFAT, MFAT",1.5,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P017,RONAdapt II Pipeline (Proposed),Sustainable Milkfish Aquaculture Development and Capacity Enhancement Programme,Institutionalisation & capacity strengthening,Institutionalisation & capacity strengthening,Fisheries & Aquaculture,Nationwide,,,,"RON Gov, Donors",1.0,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P018,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,National Warning Establishment (CAP + channels),National Warning Establishment (CAP + channels),Disaster Risk Reduction,Nationwide,,,,"PRIF, ADB/WB TA, SPREP, SPC, WMO/UNDRR/CREWS",0.82,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P019,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Emergency Operations Centre,Emergency Operations Centre,Disaster Risk Reduction,Nationwide,,,,"PRIF, ADB/WB TA, SPREP, SPC, WMO/UNDRR/CREWS",0.56,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P020,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Risk-to-Action Implementation,Risk-to-Action Implementation,Disaster Risk Reduction,Nationwide,,,,"PRIF, ADB/WB TA, SPREP, SPC, WMO/UNDRR/CREWS",0.18,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P021,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Community Readiness,Community Readiness,Disaster Risk Reduction,Nationwide,,,,"PRIF, ADB/WB TA, SPREP, SPC, WMO/UNDRR/CREWS",0.12,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P022,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,PMU & MEL,PMU & MEL,Disaster Risk Reduction,Nationwide,,,,"PRIF, ADB/WB TA, SPREP, SPC, WMO/UNDRR/CREWS",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P023,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Contingency (12%),Contingency (12%),Disaster Risk Reduction,Nationwide,,,,Mixed donors & GoN,0.2196,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P024,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Expansion of CAP gateway with multi-hazard feeds,Expansion of CAP gateway with multi-hazard feeds,Disaster Risk Reduction,Nationwide,,,,"WMO, UNDRR, CREWS",0.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P025,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Additional outdoor sirens (10–12 units),Additional outdoor sirens (10–12 units),Disaster Risk Reduction,Nationwide,,,,"DFAT, MFAT, EU, JICA",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P026,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,National Cell Broadcast rollout,National Cell Broadcast rollout,Disaster Risk Reduction,Nationwide,,,,"ITU, ADB, World Bank",1.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P027,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Dedicated Emergency Operations Centre facility,Dedicated Emergency Operations Centre facility,Disaster Risk Reduction,Nationwide,,,,"ADB, World Bank, GCF",2.0,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P028,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,National public alerting app + ICT integration,National public alerting app + ICT integration,Disaster Risk Reduction,Nationwide,,,,"SPC, UNDP, ITU",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P029,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Institutionalised ICS training & 2 national drills,Institutionalised ICS training & 2 national drills,Disaster Risk Reduction,Nationwide,,,,"UNDRR, UNDP, DFAT",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P030,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Phase 2 contingency (12%),Phase 2 contingency (12%),Disaster Risk Reduction,Nationwide,,,,"RON Gov, Donors",0.6,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P031,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Resilient communications backbone,Resilient communications backbone,Disaster Risk Reduction,Nationwide,,,,"ADB, World Bank, EIB",3.0,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P032,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,National Emergency & Climate Resilience Centre,National Emergency & Climate Resilience Centre,Disaster Risk Reduction,Nationwide,,,,"GCF, ADB, WB, DFAT, MFAT",7.0,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P033,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Regional CAP interoperability & Cell Broadcast integration,Regional CAP interoperability & Cell Broadcast integration,Disaster Risk Reduction,Nationwide,,,,"ITU, WMO, CREWS",2.0,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P034,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Advanced forecast-based hazard detection,Advanced forecast-based hazard detection,Disaster Risk Reduction,Nationwide,,,,"UNDRR, CREWS, SPC",1.0,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P035,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,"Governance, recurrent budget, and institutional strengthening","Governance, recurrent budget, and institutional strengthening",Disaster Risk Reduction,Nationwide,,,,"UNDP, RON Gov, Donors",1.5,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P036,RONAdapt II Pipeline (Proposed),Multi-Hazard Early Warning & Emergency Operations,Phase 3 contingency (10%),Phase 3 contingency (10%),Disaster Risk Reduction,Nationwide,,,,"RON Gov, Donors",1.4,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P037,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,"Tank, logistics, civils, pipework, basic RTU","Tank, logistics, civils, pipework, basic RTU",Water & Sanitation,Nationwide,,,,PRIF bilateral grant,1.1808,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P038,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,"Activity design, peer review, EIA/ESMP support, supervision","Activity design, peer review, EIA/ESMP support, supervision",Water & Sanitation,Nationwide,,,,ADB/WB TA grant via NSUDP PMU,0.2952,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P039,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,"SCADA central integration, pump-station VFDs, consolidated freight","SCADA central integration, pump-station VFDs, consolidated freight",Water & Sanitation,Nationwide,,,,NSUDP co-financing/variation,0.2952,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P040,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,"Land, permits, staff time, minor O&M","Land, permits, staff time, minor O&M",Water & Sanitation,Nationwide,,,,Government of Nauru,0.0984,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P041,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Price risk / schedule float,Price risk / schedule float,Water & Sanitation,Nationwide,,,,Unallocated contingency buffer,0.0984,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P042,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Construction of 1–2 additional 3 ML tanks,Construction of 1–2 additional 3 ML tanks,Water & Sanitation,Nationwide,,,,"GCF, Adaptation Fund, PRIF",2.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P043,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Expanded SCADA integration across all tanks & pump stations,Expanded SCADA integration across all tanks & pump stations,Water & Sanitation,Nationwide,,,,"ADB, World Bank, SPC",0.6,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P044,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Pump station redundancy upgrades,Pump station redundancy upgrades,Water & Sanitation,Nationwide,,,,"DFAT/MFAT, NSUDP",0.45,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P045,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Rainwater harvesting integration into tanks,Rainwater harvesting integration into tanks,Water & Sanitation,Nationwide,,,,"UNICEF, SPC, EU",0.35,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P046,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,District-level operator & warden training,District-level operator & warden training,Water & Sanitation,Nationwide,,,,"UNDP, WHO, SPC",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P047,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Phase 2 contingency (10%),Phase 2 contingency (10%),Water & Sanitation,Nationwide,,,,Mixed donors & GoN,0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P048,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,National Water Storage & Resilience Hub,National Water Storage & Resilience Hub,Water & Sanitation,Nationwide,,,,"GCF, ADB, World Bank",6.0,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P049,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Demand forecasting system linked to early warning,Demand forecasting system linked to early warning,Water & Sanitation,Nationwide,,,,"CREWS, UNDRR, SPC",1.0,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P050,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Community/district storage tanks,Community/district storage tanks,Water & Sanitation,Nationwide,,,,"UNICEF, DFAT, EU",2.0,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P051,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Emergency water reserves for critical facilities,Emergency water reserves for critical facilities,Water & Sanitation,Nationwide,,,,"WHO, UNICEF, Adaptation Fund",1.5,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P052,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Institutionalisation of O&M,Institutionalisation of O&M,Water & Sanitation,Nationwide,,,,"Government of Nauru, UNDP",1.0,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P053,RONAdapt II Pipeline (Proposed),Water Storage for Drought Preparedness,Phase 3 contingency (10%),Phase 3 contingency (10%),Water & Sanitation,Nationwide,,,,"Multilateral, bilateral & GoN support",1.15,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P054,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,2× BWRO sites (10 m³/d each),2× BWRO sites (10 m³/d each),Water & Sanitation,Nationwide,,,,"DFAT/MFAT, GCF Small Grants, FAO",0.376,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P055,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,1× SWRO site (10 m³/d),1× SWRO site (10 m³/d),Water & Sanitation,Nationwide,,,,"SPC-EU, UNDP",0.261,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P056,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Program Setup and Implementation,Program Setup and Implementation,Water & Sanitation,Nationwide,,,,"FAO, SPC, GIZ, SPREP",0.29,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P057,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Phase 1 contingency (10%),Phase 1 contingency (10%),Water & Sanitation,Nationwide,,,,"RON Government Co-finance, Donor overhead allowances",0.095,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P058,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Rehabilitation & upgrading of the 3 pilot farm systems,Rehabilitation & upgrading of the 3 pilot farm systems,Water & Sanitation,Nationwide,,,,"DFAT/MFAT, GCF, FAO",0.45,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P059,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Expansion to 4th government-owned farm site,Expansion to 4th government-owned farm site,Water & Sanitation,Nationwide,,,,"JICA, EU PRIF, SPC",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P060,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Centralised SCADA integration across farm systems,Centralised SCADA integration across farm systems,Water & Sanitation,Nationwide,,,,"ADB, World Bank, ITU",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P061,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Farmer capacity building,Farmer capacity building,Water & Sanitation,Nationwide,,,,"FAO, SPC Land Resources, UNDP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P062,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Spare parts warehouse & logistics buffer,Spare parts warehouse & logistics buffer,Water & Sanitation,Nationwide,,,,"GIZ, SPREP, RON Gov",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P063,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Phase 2 contingency (10%),Phase 2 contingency (10%),Water & Sanitation,Nationwide,,,,RON Government and mixed donors,0.135,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P064,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Farm Water & Energy Resilience Hub,Farm Water & Energy Resilience Hub,Water & Sanitation,Nationwide,,,,"GCF, ADB, World Bank",2.5,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P065,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Long-term O&M institutionalisation,Long-term O&M institutionalisation,Water & Sanitation,Nationwide,,,,"UNDP, Adaptation Fund, RON Gov",1.0,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P066,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Demand forecasting + drought-response modelling,Demand forecasting + drought-response modelling,Water & Sanitation,Nationwide,,,,"CREWS, UNDRR, FAO",0.5,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P067,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Emergency water reserves at farm hubs,Emergency water reserves at farm hubs,Water & Sanitation,Nationwide,,,,"EU, UNICEF, DFAT",0.8,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P068,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Inclusion programmes,Inclusion programmes,Water & Sanitation,Nationwide,,,,"SPC, FAO",0.2,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
P069,RONAdapt II Pipeline (Proposed),Renewable Energy Water Systems for Farms,Phase 3 contingency (10%),Phase 3 contingency (10%),Water & Sanitation,Nationwide,,,,Mixed donors & GoN,0.5,,,,Proposed,Seeking funding,,Drought & water security,Auto-tagged (sector/keywords),,,
